"","Sample","Final Pb206/U238_mean","Final Pb206/U238_2SE(int)","Final Pb206/U238_NoOfPoints","Final Pb206/U238 age_mean","Final Pb206/U238 age_2SE(int)","Final Pb206/U238 age_NoOfPoints","Final Pb207/U235_mean","Final Pb207/U235_2SE(int)","Final Pb207/U235_NoOfPoints","Final Pb207/U235 age_mean","Final Pb207/U235 age_2SE(int)","Final Pb207/U235 age_NoOfPoints","Final Pb207/Pb206_mean","Final Pb207/Pb206_2SE(int)","Final Pb207/Pb206_NoOfPoints","Final Pb207/Pb206 age_mean","Final Pb207/Pb206 age_2SE(int)","Final Pb207/Pb206 age_NoOfPoints","Final U238/Pb206_mean","Final U238/Pb206_2SE(int)","Final U238/Pb206_NoOfPoints","Final U/Th_mean","Final U/Th_2SE(int)","Final U/Th_NoOfPoints","Approx_U_PPM_mean","Approx_U_PPM_2SE(int)","Approx_U_PPM_NoOfPoints","Approx_Th_PPM_mean","Approx_Th_PPM_2SE(int)","Approx_Th_PPM_NoOfPoints","Al27_ppm_mean","Al27_ppm_2SE(int)","Al27_ppm_NoOfPoints","Ca44_ppm_mean","Ca44_ppm_2SE(int)","Ca44_ppm_NoOfPoints","V51_ppm_mean","V51_ppm_2SE(int)","V51_ppm_NoOfPoints","Fe57_ppm_mean","Fe57_ppm_2SE(int)","Fe57_ppm_NoOfPoints","Nd146_ppm_mean","Nd146_ppm_2SE(int)","Nd146_ppm_NoOfPoints","Sm147_ppm_mean","Sm147_ppm_2SE(int)","Sm147_ppm_NoOfPoints","Dy163_ppm_mean","Dy163_ppm_2SE(int)","Dy163_ppm_NoOfPoints","Yb172_ppm_mean","Yb172_ppm_2SE(int)","Yb172_ppm_NoOfPoints","Pb204_ppm_mean","Pb204_ppm_2SE(int)","Pb204_ppm_NoOfPoints","Pb206_ppm_mean","Pb206_ppm_2SE(int)","Pb206_ppm_NoOfPoints","Pb207_ppm_mean","Pb207_ppm_2SE(int)","Pb207_ppm_NoOfPoints","Th232_ppm_mean","Th232_ppm_2SE(int)","Th232_ppm_NoOfPoints","U238_ppm_mean","U238_ppm_2SE(int)","U238_ppm_NoOfPoints","PbTotal_ppm_mean","PbTotal_ppm_2SE(int)","PbTotal_ppm_NoOfPoints","...74","rho 207Pb/206Pb v 238U/206Pb","rho 206Pb/238U v 207Pb/235U","session","session.num","Final Pb208/Th232_mean","Final Pb208/Th232_2SE(int)","Final Pb208/Th232_NoOfPoints","Final Pb208/Th232 age_mean","Final Pb208/Th232 age_2SE(int)","Final Pb208/Th232 age_NoOfPoints","Approx_Pb_PPM_mean","Approx_Pb_PPM_2SE(int)","Approx_Pb_PPM_NoOfPoints","Pb208_ppm_mean","Pb208_ppm_2SE(int)","Pb208_ppm_NoOfPoints","...86","U235_ppm_mean","U235_ppm_2SE(int)","U235_ppm_NoOfPoints","Li7_ppm_mean","Li7_ppm_2SE(int)","Li7_ppm_NoOfPoints","Na23_ppm_mean","Na23_ppm_2SE(int)","Na23_ppm_NoOfPoints","P31_ppm_mean","P31_ppm_2SE(int)","P31_ppm_NoOfPoints","Ca43_ppm_mean","Ca43_ppm_2SE(int)","Ca43_ppm_NoOfPoints","Sc45_ppm_mean","Sc45_ppm_2SE(int)","Sc45_ppm_NoOfPoints","Ti49_ppm_mean","Ti49_ppm_2SE(int)","Ti49_ppm_NoOfPoints","Mn55_ppm_mean","Mn55_ppm_2SE(int)","Mn55_ppm_NoOfPoints","Co59_ppm_mean","Co59_ppm_2SE(int)","Co59_ppm_NoOfPoints","Ni60_ppm_mean","Ni60_ppm_2SE(int)","Ni60_ppm_NoOfPoints","Rb85_ppm_mean","Rb85_ppm_2SE(int)","Rb85_ppm_NoOfPoints","Sr88_ppm_mean","Sr88_ppm_2SE(int)","Sr88_ppm_NoOfPoints","Y89_ppm_mean","Y89_ppm_2SE(int)","Y89_ppm_NoOfPoints","Zr90_ppm_mean","Zr90_ppm_2SE(int)","Zr90_ppm_NoOfPoints","Nb93_ppm_mean","Nb93_ppm_2SE(int)","Nb93_ppm_NoOfPoints","Sn118_ppm_mean","Sn118_ppm_2SE(int)","Sn118_ppm_NoOfPoints","Cs133_ppm_mean","Cs133_ppm_2SE(int)","Cs133_ppm_NoOfPoints","Ba137_ppm_mean","Ba137_ppm_2SE(int)","Ba137_ppm_NoOfPoints","La139_ppm_mean","La139_ppm_2SE(int)","La139_ppm_NoOfPoints","Ce140_ppm_mean","Ce140_ppm_2SE(int)","Ce140_ppm_NoOfPoints","Pr141_ppm_mean","Pr141_ppm_2SE(int)","Pr141_ppm_NoOfPoints","Eu153_ppm_mean","Eu153_ppm_2SE(int)","Eu153_ppm_NoOfPoints","Gd157_ppm_mean","Gd157_ppm_2SE(int)","Gd157_ppm_NoOfPoints","Tb159_ppm_mean","Tb159_ppm_2SE(int)","Tb159_ppm_NoOfPoints","Ho165_ppm_mean","Ho165_ppm_2SE(int)","Ho165_ppm_NoOfPoints","Er166_ppm_mean","Er166_ppm_2SE(int)","Er166_ppm_NoOfPoints","Tm169_ppm_mean","Tm169_ppm_2SE(int)","Tm169_ppm_NoOfPoints","Lu175_ppm_mean","Lu175_ppm_2SE(int)","Lu175_ppm_NoOfPoints","Hf180_ppm_mean","Hf180_ppm_2SE(int)","Hf180_ppm_NoOfPoints","W182_ppm_mean","W182_ppm_2SE(int)","W182_ppm_NoOfPoints","...170"
"136","Piexe",0.093977913562586,0.00128940378933215,35,578.982171306857,7.59966077034481,35,0.770637327340794,0.0204692090130724,35,579.55270552645,11.7256457588378,35,0.0598371324822311,0.0016124683744213,35,587.598416623091,58.4354951961349,35,10.6455184347026,0.147257524228581,35,4.10904372026638,0.0632121666184993,35,150.615055772927,10.1168970003336,35,36.6478700864067,2.32596839538008,35,0.932242668826304,0.571861652964968,35,34.1751940236087,14.2125076086328,35,-0.0142788340919325,0.0162499557616645,35,2.10984262499403,2.31222438173267,35,0.210891911782222,0.0544418730791065,35,0.675235688334731,0.182085709305514,35,24.7771948496008,1.24005798844108,35,139.966093812292,3.76555674759129,35,0.148003162337787,0.563527277662329,35,42.4545240024943,0.857973809048619,35,2.81313859548776,0.0828237388709051,35,22.6115637616545,0.582760312771907,35,103.12406425322,3.07291986243932,35,22.9718564072324,0.458270236454381,35,NA,0.256076646269436,0.248083343956369,"Feb28.2023",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Piexe",0.0930341362666751,0.00132197649020083,36,573.415269296373,7.79400874566357,36,0.769434353181137,0.0252517691542883,36,578.535210117334,14.4750886174864,36,0.0596055462875631,0.00177848591630982,36,576.921498691008,64.2138651839417,36,10.7723504839198,0.152419003786456,36,4.28580871189941,0.0813142186976805,36,153.453283937059,9.94345907989601,36,35.9769561994457,2.33177959149154,36,0.174917757230509,0.414819340561155,36,30.7665447822968,16.6737186546899,36,0.0256137501181203,0.0235728257204789,36,0.434611425209895,2.32162803395325,36,0.283402374183036,0.0740969501764932,36,0.678463017498438,0.121535696095354,36,24.8649879728948,0.970384751092978,36,139.661858008544,4.77774788122692,36,0.519549129008918,0.425008530099124,36,42.8775207924199,0.768694040308527,36,2.83286719165308,0.0885711330203613,36,22.6567988607183,0.692403329729062,36,103.521839291314,2.85834128826854,36,23.2158433872034,0.411646932161818,36,NA,0.00770678357639695,0.423447834544854,"Feb28.2023",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Piexe",0.0936514933041255,0.00150499020077624,36,577.04306695041,8.87158392667818,36,0.774121478870467,0.0280064348932846,36,580.995817591292,16.2666218168395,36,0.0594191061583858,0.00195937772326362,36,567.143838732626,72.8503720566583,36,10.6959841598246,0.172944085599288,36,4.34535369656707,0.0889557300179838,36,144.314914507263,9.53596078985639,36,33.3548749740055,2.20886693047684,36,0.60938475421946,0.571446400215666,36,30.4367113281902,23.2318175287682,36,-0.00403193203540904,0.0156737726931335,36,0.758430792641327,2.60932278133874,36,0.186621181561741,0.0466452961961373,36,0.61392841125275,0.106935687999045,36,23.5075552267627,1.13323285748069,36,135.869480982826,3.62941179727895,36,-0.142517227671289,0.62536611515082,36,42.0992899896705,0.661510866411535,36,2.78266769268619,0.113445153206383,36,22.1734425662498,0.621887590712955,36,101.061229623943,2.78431918615867,36,22.767465729996,0.370539082107098,36,NA,-0.0215128740031705,0.441163178287687,"Feb28.2023",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Piexe",0.095351272567565,0.00141261467449957,36,587.06092849332,8.31850531166851,36,0.804638190582031,0.0232661012969023,36,598.700971551945,13.1224074160175,36,0.0615815411900867,0.00200279395744204,36,645.319035893885,69.3998041379231,36,10.470533704091,0.158077319337596,36,4.35188524101375,0.0619826652776478,36,134.637889539473,8.83973982755687,36,30.8012069292984,2.00635742236464,36,-0.218791887909803,0.345406071051028,36,20.7420108029885,15.4511426817132,36,0.0125666550912711,0.0137567640091538,36,-1.40643738702938,2.23635327424975,36,0.248733057095837,0.0887827341973382,36,0.541973373887639,0.132153447997466,36,23.0725320697881,0.942416078031477,36,132.658756555212,3.76258720182594,36,-0.253803858894478,0.451400978589966,36,40.9855699250152,0.67526104441737,36,2.7998834979618,0.0843225002188355,36,21.7712681629687,0.605693001221395,36,99.1586607272071,2.54604609856679,36,22.2242036009504,0.357181724915693,36,NA,0.437249409130206,0.0200717425287357,"Feb28.2023",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Feb28.2023",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Z_Plesovice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Feb28.2023",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Plesovice",0.0536548838107929,0.00107652554562085,36,336.892126339358,6.59438459118368,36,0.396696718633522,0.00923114556652025,36,339.055274110102,6.72248290088639,36,0.0532590414212925,0.000962416446816489,36,334.225636577346,41.4512151932169,36,18.6733627626423,0.397469270253851,36,11.4500728927455,0.210159741653698,36,592.237924512247,35.1959614224339,36,51.9300756354066,3.00431017123317,36,136.45634612243,5.27776960789877,36,43.5700030502679,15.1275310516444,36,0.266619823455616,0.066977411299791,36,26.5813511448438,3.80701584401437,36,0.656476220852067,0.114256740189373,36,1.10958239035768,0.170093452089365,36,20.9131824491385,0.867747897536825,36,25.7766002289985,1.07969244525289,36,-0.26600655997789,0.646372417833916,36,117.898946717602,2.05229681694275,36,6.97680392126724,0.145301819999768,36,39.6005524864492,0.892705160818737,36,496.424307288676,11.8085090018099,36,63.3928965780837,1.08504825414269,36,NA,-0.351616995160455,0.895133523135811,"Feb28.2023",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Plesovice",0.0527055423662494,0.000614046160233037,35,331.101444906699,3.75923053171305,35,0.384366784999216,0.00705426940577378,35,330.133749917921,5.18336299998895,35,0.0526281789936584,0.000874093082186864,35,308.029668910577,37.7934342354932,35,18.9668058604972,0.219257954672068,35,11.0287091763466,0.146350128883453,35,659.369042760545,40.4516148878864,35,59.6571411991123,3.60842422817128,35,96.5130164137642,5.30675286836023,35,33.2891712324416,16.9698262100292,35,0.305100413602355,0.0734228757414803,35,26.4161504360468,4.19810512097456,35,0.845937989872466,0.124963441763021,35,1.47093026112661,0.19063576818323,35,24.7327487409633,1.14709229298745,35,29.8159766869241,1.01590881130191,35,-0.363941435326163,0.518453573230947,35,130.30538353809,1.43004579413291,35,7.6284093763551,0.142816661459748,35,47.396992797939,1.11807244859057,35,554.397574789979,13.4373008779963,35,70.0862683588996,0.762138617687287,35,NA,0.134921942948221,0.487713109264907,"Feb28.2023",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Plesovice",0.0533640848972348,0.000553538989515853,36,335.134409319756,3.38681327176722,36,0.396211250595549,0.00691497595809494,36,338.787605788851,5.03011282098026,36,0.0535907035182129,0.000867687692895193,36,349.218551821117,36.8201941823834,36,18.7290675551345,0.1931655852014,36,11.8666062253295,0.148144014691292,36,529.888481968836,36.4790538422731,36,44.4600831911766,2.84776442865584,36,130.739988081673,4.52067911526485,36,35.173170443579,16.4150062764302,36,0.279072782656669,0.0648865307767635,36,24.5025997054314,3.79851483112762,36,0.648662608897918,0.0874843923749136,36,1.34478043738814,0.171053728078164,36,19.9210094304478,0.690235009135841,36,24.663501727678,0.988291299242373,36,-0.192784786942011,0.5712435061227,36,114.87813967424,1.45431672273291,36,6.85257631246299,0.140804347984447,36,39.2937749557831,0.840466708322774,36,486.749551025929,11.3041493894879,36,61.8895614877499,0.787652068633236,36,NA,0.1269804157691,0.466898358346662,"Feb28.2023",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Plesovice",0.0532269888042745,0.000487930176634675,35,334.297251612712,2.9877774623901,35,0.388931727523005,0.00795706279019338,35,333.44707888663,5.81926232560282,35,0.0527650853625327,0.000940570488161351,35,313.401214427814,40.3271203134122,35,18.7673342441087,0.175611246656145,35,11.848615086275,0.134264907348903,35,554.131137399443,29.5589937855008,35,46.5246347066417,2.22217253417719,35,117.81273007822,6.97297233626163,35,34.0465147289174,16.4066338509957,35,0.186613993128616,0.0672841570603531,35,27.4577819906428,3.58376716424137,35,0.585778991638435,0.087282740322225,35,1.21660428806626,0.180569831774442,35,21.8629352744304,0.725044586991837,35,26.3963970378711,0.908714419247477,35,0.189617783129237,0.66810344018709,35,117.587027552459,1.94936727232339,35,6.90998291850832,0.158183104847954,35,39.7875295810491,0.787791210870939,35,501.497845822486,10.2885867116823,35,63.2809969705684,1.0444796262762,35,NA,-0.0380039846570724,0.478560136631514,"Feb28.2023",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Plesovice",0.057514347239363,0.000638073761059969,35,360.481237236174,3.88921876973093,35,0.46229074546957,0.00664242252590414,35,385.761324994371,4.59467234519181,35,0.0577964177720617,0.000940699576282211,35,517.630448889878,36.080601732995,35,17.3727137472786,0.192301779940597,35,9.57129180747916,0.150912417217122,35,769.603365254508,41.485896583477,35,80.2249286416781,3.34350081139986,35,87.8925841800535,5.10229962515389,35,42.800896825147,16.1062227253058,35,0.355078172971535,0.0968686207164284,35,19.1479060826233,2.98051843042555,35,0.692465105133582,0.0782914944249118,35,1.50388304834063,0.186365555299415,35,31.5615965526514,0.92432714869913,35,53.5424423245445,2.13635387920451,35,-0.372494524766609,0.484780706453675,35,133.808926137552,2.42621301424874,35,8.62050417226267,0.222862344795523,35,49.1137755668235,1.32550634933948,35,533.589433601216,16.9703284612342,35,72.3189620383418,1.3223114190879,35,NA,0.239087793783015,0.429672041006381,"Feb28.2023",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Plesovice",0.0551240597235918,0.000856875096075959,36,345.885384897723,5.23034149272925,36,0.402726823178139,0.00547453336807661,36,343.556130780062,3.97328477642572,36,0.0531713395870867,0.000782611560416431,36,341.227964726145,29.2162224419245,36,18.1433264881044,0.273819331029537,36,9.75429693077431,0.174503765580042,36,727.521330342953,49.7193639395184,36,74.6929849446761,4.35164988719616,36,85.8258399105139,9.54699862772602,36,40.7441009570934,16.7879351655444,36,0.361544258730082,0.064907189787185,36,19.0936488106131,3.52350772013203,36,0.925971312949603,0.145634259924345,36,1.79685353132907,0.236305335013544,36,30.7358299260205,0.975148098233304,36,36.9346634598645,1.32637387839118,36,0.204693947271548,0.607197954516784,36,131.296867299082,2.34005458437676,36,7.76339278543946,0.190962098034057,36,47.4245254017983,1.08487476149224,36,554.764528596798,14.8538717849747,36,70.5102684960546,1.271859187514,36,NA,0.449051893358769,0.528108747735928,"Feb28.2023",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Plesovice",0.0549059817703305,0.00066497693775443,35,344.560559677176,4.0645868079034,35,0.397544106498838,0.00626932408933409,35,339.778533487554,4.55789992878879,35,0.0523927184863542,0.000891372473487718,35,297.555231920779,39.2634279689898,35,18.2369339748402,0.22369217256114,35,10.26403505391,0.108158756688877,35,731.34120980695,59.5404690314234,35,71.3701743272342,5.77444768535845,35,96.9056326312991,5.20124363687975,35,29.391641392398,18.1812265305706,35,0.357678132545674,0.0903115352619423,35,20.5205526137222,3.64397686115717,35,1.00042923503176,0.142902361728282,35,1.63525044216549,0.265243355224593,35,32.9033472025811,1.72829079272401,35,41.3556348036012,1.97398906834519,35,-0.32120130492108,0.575097773322661,35,141.995498195224,4.09041523745676,35,8.24594854136786,0.263197115681502,35,50.3403382076597,2.02514194983184,35,599.812386432028,23.8505711671425,35,76.1191720530946,2.18496870622947,35,NA,0.449064615190636,0.326584662997983,"Feb28.2023",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Plesovice",0.0542793694016201,0.000583627930976782,35,340.732762442743,3.56689309301805,35,0.397174770288586,0.0070464431935725,35,339.488089540429,5.0936626809743,35,0.052829045358,0.00100498841439378,35,315.638023893291,42.506651234677,35,18.4814125246502,0.195317003523224,35,7.8950133883552,0.0976134118342614,35,1005.42380247503,60.4554788625794,35,127.661242685955,7.15604592994022,35,58.2653339377065,3.41582917995459,35,37.2186667888971,17.0560306907175,35,0.457714188476384,0.0923821079658715,35,17.4167393627288,2.96773792277128,35,1.39462574200822,0.212134672475275,35,2.68335790368274,0.329984667866899,35,42.6344174934825,1.3743247417151,35,48.043243872928,1.56291200212988,35,0.29913152528989,0.613608379879052,35,146.57337598723,2.61355746054539,35,8.59478817645912,0.189976467474933,35,67.7768066213216,1.59464406805597,35,619.490424011574,16.1136168255998,35,78.7688831892456,1.38076125043163,35,NA,0.400008026283339,0.177030537414936,"Feb28.2023",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
